"Disease","a"
"Drug Reaction","itching"
"Drug Reaction","itching"
"Peptic ulcer diseae"," vomiting"
"Peptic ulcer diseae"," vomiting"
"Peptic ulcer diseae"," indigestion"
"Peptic ulcer diseae"," vomiting"
"Peptic ulcer diseae"," vomiting"
"Peptic ulcer diseae"," vomiting"
"Peptic ulcer diseae"," vomiting"
"Peptic ulcer diseae"," vomiting"
"Peptic ulcer diseae"," vomiting"
"Peptic ulcer diseae"," vomiting"
"AIDS"," muscle_wasting"
"AIDS"," patches_in_throat"
"AIDS"," muscle_wasting"
"AIDS"," muscle_wasting"
"AIDS"," muscle_wasting"
"AIDS"," muscle_wasting"
"AIDS"," muscle_wasting"
"AIDS"," patches_in_throat"
"AIDS"," muscle_wasting"
"AIDS"," muscle_wasting"
"Diabetes "," fatigue"
"Diabetes "," fatigue"
"Diabetes "," weight_loss"
"Diabetes "," fatigue"
"Diabetes "," fatigue"
"Diabetes "," fatigue"
"Diabetes "," fatigue"
"Diabetes "," fatigue"
"Diabetes "," fatigue"
"Diabetes "," fatigue"
"Gastroenteritis"," vomiting"
"Gastroenteritis"," vomiting"
"Gastroenteritis"," sunken_eyes"
"Gastroenteritis"," vomiting"
"Gastroenteritis"," vomiting"
"Gastroenteritis"," vomiting"
"Gastroenteritis"," vomiting"
"Gastroenteritis"," sunken_eyes"
"Gastroenteritis"," vomiting"
"Gastroenteritis"," vomiting"
"Bronchial Asthma"," fatigue"
"Bronchial Asthma"," cough"
"Bronchial Asthma"," fatigue"
"Bronchial Asthma"," fatigue"
"Bronchial Asthma"," fatigue"
"Bronchial Asthma"," fatigue"
"Bronchial Asthma"," fatigue"
"Bronchial Asthma"," fatigue"
"Bronchial Asthma"," cough"
"Bronchial Asthma"," fatigue"
"Hypertension "," headache"
"Hypertension "," chest_pain"
"Hypertension "," headache"
"Hypertension "," headache"
"Hypertension "," headache"
"Hypertension "," headache"
"Hypertension "," headache"
"Hypertension "," chest_pain"
"Hypertension "," headache"
"Hypertension "," headache"
"Migraine"," acidity"
"Migraine"," indigestion"
"Migraine"," acidity"
"Migraine"," acidity"
"Migraine"," acidity"
"Migraine"," acidity"
"Migraine"," acidity"
"Migraine"," acidity"
"Migraine"," acidity"
"Migraine"," acidity"
"Cervical spondylosis"," back_pain"
"Cervical spondylosis"," back_pain"
"Cervical spondylosis"," weakness_in_limbs"
"Cervical spondylosis"," back_pain"
"Cervical spondylosis"," back_pain"
"Cervical spondylosis"," back_pain"
"Cervical spondylosis"," back_pain"
"Cervical spondylosis"," back_pain"
"Cervical spondylosis"," weakness_in_limbs"
"Cervical spondylosis"," back_pain"
"Paralysis (brain hemorrhage)"," vomiting"
"Paralysis (brain hemorrhage)"," vomiting"
"Paralysis (brain hemorrhage)"," headache"
"Paralysis (brain hemorrhage)"," vomiting"
"Paralysis (brain hemorrhage)"," vomiting"
"Paralysis (brain hemorrhage)"," vomiting"
"Paralysis (brain hemorrhage)"," vomiting"
"Paralysis (brain hemorrhage)"," headache"
"Paralysis (brain hemorrhage)"," vomiting"
"Paralysis (brain hemorrhage)"," vomiting"
"Jaundice","itching"
"Jaundice","itching"
"Jaundice"," vomiting"
"Jaundice","itching"
"Jaundice","itching"
"Jaundice","itching"
"Jaundice","itching"
"Jaundice","itching"
"Jaundice","itching"
"Jaundice","itching"
"Malaria"," chills"
"Malaria"," chills"
"Malaria"," chills"
"Malaria"," vomiting"
"Malaria"," chills"
"Malaria"," chills"
"Malaria"," chills"
"Malaria"," chills"
"Malaria"," chills"
"Malaria"," chills"
"Chicken pox","itching"
"Chicken pox"," skin_rash"
"Chicken pox","itching"
"Chicken pox","itching"
"Chicken pox","itching"
"Chicken pox","itching"
"Chicken pox","itching"
"Chicken pox","itching"
"Chicken pox","itching"
"Chicken pox","itching"
"Dengue"," skin_rash"
"Dengue"," skin_rash"
"Dengue"," skin_rash"
"Dengue"," skin_rash"
"Dengue"," chills"
"Dengue"," skin_rash"
"Dengue"," skin_rash"
"Dengue"," skin_rash"
"Dengue"," skin_rash"
"Dengue"," skin_rash"
"Typhoid"," chills"
"Typhoid"," chills"
"Typhoid"," chills"
"Typhoid"," chills"
"Typhoid"," chills"
"Typhoid"," chills"
"Typhoid"," chills"
"Typhoid"," chills"
"Typhoid"," chills"
"Typhoid"," chills"
"hepatitis A"," joint_pain"
"hepatitis A"," joint_pain"
"hepatitis A"," vomiting"
"hepatitis A"," joint_pain"
"hepatitis A"," joint_pain"
"hepatitis A"," joint_pain"
"hepatitis A"," joint_pain"
"hepatitis A"," joint_pain"
"hepatitis A"," joint_pain"
"hepatitis A"," joint_pain"
"Hepatitis B","itching"
"Hepatitis B","itching"
"Hepatitis B"," fatigue"
"Hepatitis B","itching"
"Hepatitis B","itching"
"Hepatitis B","itching"
"Hepatitis B","itching"
"Hepatitis B","itching"
"Hepatitis B","itching"
"Hepatitis B","itching"
"Hepatitis C"," fatigue"
"Hepatitis C"," fatigue"
"Hepatitis C"," yellowish_skin"
"Hepatitis C"," fatigue"
"Hepatitis C"," fatigue"
"Hepatitis C"," fatigue"
"Hepatitis C"," fatigue"
"Hepatitis C"," fatigue"
"Hepatitis C"," fatigue"
"Hepatitis C"," fatigue"
"Hepatitis D"," joint_pain"
"Hepatitis D"," vomiting"
"Hepatitis D"," joint_pain"
"Hepatitis D"," joint_pain"
"Hepatitis D"," joint_pain"
"Hepatitis D"," joint_pain"
"Hepatitis D"," joint_pain"
"Hepatitis D"," joint_pain"
"Hepatitis D"," joint_pain"
"Hepatitis D"," joint_pain"
"Hepatitis E"," joint_pain"
"Hepatitis E"," joint_pain"
"Hepatitis E"," joint_pain"
"Hepatitis E"," vomiting"
"Hepatitis E"," joint_pain"
"Hepatitis E"," joint_pain"
"Hepatitis E"," joint_pain"
"Hepatitis E"," joint_pain"
"Hepatitis E"," joint_pain"
"Hepatitis E"," joint_pain"
"Alcoholic hepatitis"," vomiting"
"Alcoholic hepatitis"," vomiting"
"Alcoholic hepatitis"," yellowish_skin"
"Alcoholic hepatitis"," vomiting"
"Alcoholic hepatitis"," vomiting"
"Alcoholic hepatitis"," vomiting"
"Alcoholic hepatitis"," vomiting"
"Alcoholic hepatitis"," vomiting"
"Alcoholic hepatitis"," vomiting"
"Alcoholic hepatitis"," vomiting"
"Tuberculosis"," chills"
"Tuberculosis"," chills"
"Tuberculosis"," vomiting"
"Tuberculosis"," chills"
"Tuberculosis"," chills"
"Tuberculosis"," chills"
"Tuberculosis"," chills"
"Tuberculosis"," chills"
"Tuberculosis"," chills"
"Tuberculosis"," chills"
"Common Cold"," continuous_sneezing"
"Common Cold"," continuous_sneezing"
"Common Cold"," chills"
"Common Cold"," continuous_sneezing"
"Common Cold"," continuous_sneezing"
"Common Cold"," continuous_sneezing"
"Common Cold"," continuous_sneezing"
"Common Cold"," continuous_sneezing"
"Common Cold"," continuous_sneezing"
"Common Cold"," continuous_sneezing"
"Pneumonia"," chills"
"Pneumonia"," chills"
"Pneumonia"," chills"
"Pneumonia"," fatigue"
"Pneumonia"," chills"
"Pneumonia"," chills"
"Pneumonia"," chills"
"Pneumonia"," chills"
"Pneumonia"," chills"
"Pneumonia"," chills"
"Dimorphic hemmorhoids(piles)"," constipation"
"Dimorphic hemmorhoids(piles)"," constipation"
"Dimorphic hemmorhoids(piles)"," constipation"
"Dimorphic hemmorhoids(piles)"," pain_during_bowel_movements"
"Dimorphic hemmorhoids(piles)"," constipation"
"Dimorphic hemmorhoids(piles)"," constipation"
"Dimorphic hemmorhoids(piles)"," constipation"
"Dimorphic hemmorhoids(piles)"," constipation"
"Dimorphic hemmorhoids(piles)"," constipation"
"Dimorphic hemmorhoids(piles)"," constipation"
"Heart attack"," vomiting"
"Heart attack"," vomiting"
"Heart attack"," breathlessness"
"Heart attack"," vomiting"
"Heart attack"," vomiting"
"Heart attack"," vomiting"
"Heart attack"," vomiting"
"Heart attack"," breathlessness"
"Heart attack"," vomiting"
"Heart attack"," vomiting"
"Varicose veins"," fatigue"
"Varicose veins"," fatigue"
"Varicose veins"," cramps"
"Varicose veins"," fatigue"
"Varicose veins"," fatigue"
"Varicose veins"," fatigue"
"Varicose veins"," fatigue"
"Varicose veins"," fatigue"
"Varicose veins"," fatigue"
"Varicose veins"," fatigue"
"Hypothyroidism"," fatigue"
"Hypothyroidism"," fatigue"
"Hypothyroidism"," weight_gain"
"Hypothyroidism"," weight_gain"
"Hypothyroidism"," fatigue"
"Hypothyroidism"," fatigue"
"Hypothyroidism"," fatigue"
"Hypothyroidism"," fatigue"
"Hypothyroidism"," fatigue"
"Hypothyroidism"," fatigue"
"Hyperthyroidism"," fatigue"
"Hyperthyroidism"," fatigue"
"Hyperthyroidism"," mood_swings"
"Hyperthyroidism"," fatigue"
"Hyperthyroidism"," fatigue"
"Hyperthyroidism"," fatigue"
"Hyperthyroidism"," fatigue"
"Hyperthyroidism"," fatigue"
"Hyperthyroidism"," fatigue"
"Hyperthyroidism"," fatigue"
"Hypoglycemia"," vomiting"
"Hypoglycemia"," vomiting"
"Hypoglycemia"," vomiting"
"Hypoglycemia"," fatigue"
"Hypoglycemia"," vomiting"
"Hypoglycemia"," vomiting"
"Hypoglycemia"," vomiting"
"Hypoglycemia"," vomiting"
"Hypoglycemia"," vomiting"
"Hypoglycemia"," vomiting"
"Osteoarthristis"," joint_pain"
"Osteoarthristis"," joint_pain"
"Osteoarthristis"," neck_pain"
"Osteoarthristis"," joint_pain"
"Osteoarthristis"," joint_pain"
"Osteoarthristis"," joint_pain"
"Osteoarthristis"," joint_pain"
"Osteoarthristis"," joint_pain"
"Osteoarthristis"," joint_pain"
"Osteoarthristis"," joint_pain"
"Arthritis"," muscle_weakness"
"Arthritis"," muscle_weakness"
"Arthritis"," stiff_neck"
"Arthritis"," muscle_weakness"
"Arthritis"," muscle_weakness"
"Arthritis"," muscle_weakness"
"Arthritis"," muscle_weakness"
"Arthritis"," muscle_weakness"
"Arthritis"," muscle_weakness"
"Arthritis"," muscle_weakness"
"(vertigo) Paroymsal  Positional Vertigo"," vomiting"
"(vertigo) Paroymsal  Positional Vertigo"," vomiting"
"(vertigo) Paroymsal  Positional Vertigo"," headache"
"(vertigo) Paroymsal  Positional Vertigo"," vomiting"
"(vertigo) Paroymsal  Positional Vertigo"," vomiting"
"(vertigo) Paroymsal  Positional Vertigo"," vomiting"
"(vertigo) Paroymsal  Positional Vertigo"," vomiting"
"(vertigo) Paroymsal  Positional Vertigo"," vomiting"
"(vertigo) Paroymsal  Positional Vertigo"," vomiting"
"(vertigo) Paroymsal  Positional Vertigo"," vomiting"
"Acne"," skin_rash"
"Acne"," skin_rash"
"Acne"," pus_filled_pimples"
"Acne"," skin_rash"
"Acne"," skin_rash"
"Acne"," skin_rash"
"Acne"," skin_rash"
"Acne"," skin_rash"
"Acne"," skin_rash"
"Acne"," skin_rash"
"Urinary tract infection"," burning_micturition"
"Urinary tract infection"," burning_micturition"
"Urinary tract infection"," bladder_discomfort"
"Urinary tract infection"," burning_micturition"
"Urinary tract infection"," burning_micturition"
"Urinary tract infection"," burning_micturition"
"Urinary tract infection"," burning_micturition"
"Urinary tract infection"," burning_micturition"
"Urinary tract infection"," bladder_discomfort"
"Urinary tract infection"," burning_micturition"
"Psoriasis"," skin_rash"
"Psoriasis"," skin_rash"
"Psoriasis"," joint_pain"
"Psoriasis"," skin_rash"
"Psoriasis"," skin_rash"
"Psoriasis"," skin_rash"
"Psoriasis"," skin_rash"
"Psoriasis"," skin_rash"
"Psoriasis"," skin_rash"
"Psoriasis"," skin_rash"
"Impetigo"," skin_rash"
"Impetigo"," skin_rash"
"Impetigo"," high_fever"
"Impetigo"," skin_rash"
"Impetigo"," skin_rash"
"Impetigo"," skin_rash"
"Impetigo"," skin_rash"
"Impetigo"," skin_rash"
"Impetigo"," skin_rash"
"Impetigo"," skin_rash"
"Fungal infection","itching"
"Fungal infection"," skin_rash"
"Fungal infection","itching"
"Fungal infection","itching"
"Fungal infection","itching"
"Fungal infection"," skin_rash"
"Fungal infection","itching"
"Fungal infection","itching"
"Fungal infection","itching"
"Fungal infection","itching"
"Allergy"," continuous_sneezing"
"Allergy"," shivering"
"Allergy"," continuous_sneezing"
"Allergy"," continuous_sneezing"
"Allergy"," continuous_sneezing"
"Allergy"," shivering"
"Allergy"," continuous_sneezing"
"Allergy"," continuous_sneezing"
"Allergy"," continuous_sneezing"
"Allergy"," continuous_sneezing"
"GERD"," stomach_pain"
"GERD"," stomach_pain"
"GERD"," stomach_pain"
"GERD"," stomach_pain"
"GERD"," stomach_pain"
"GERD"," stomach_pain"
"GERD"," acidity"
"GERD"," stomach_pain"
"GERD"," stomach_pain"
"GERD"," stomach_pain"
"Chronic cholestasis","itching"
"Chronic cholestasis"," vomiting"
"Chronic cholestasis","itching"
"Chronic cholestasis","itching"
"Chronic cholestasis","itching"
"Chronic cholestasis","itching"
"Chronic cholestasis","itching"
"Chronic cholestasis","itching"
"Chronic cholestasis","itching"
"Chronic cholestasis","itching"
"Drug Reaction","itching"
"Drug Reaction","itching"
"Drug Reaction","itching"
"Drug Reaction","itching"
"Drug Reaction","itching"
"Drug Reaction"," skin_rash"
"Drug Reaction","itching"
"Drug Reaction","itching"
"Drug Reaction","itching"
"Drug Reaction","itching"
"Peptic ulcer diseae"," vomiting"
"Peptic ulcer diseae"," vomiting"
"Peptic ulcer diseae"," indigestion"
"Peptic ulcer diseae"," vomiting"
"Peptic ulcer diseae"," vomiting"
"Peptic ulcer diseae"," vomiting"
"Peptic ulcer diseae"," vomiting"
"Peptic ulcer diseae"," vomiting"
"Peptic ulcer diseae"," vomiting"
"Peptic ulcer diseae"," vomiting"
"AIDS"," muscle_wasting"
"AIDS"," patches_in_throat"
"AIDS"," muscle_wasting"
"AIDS"," muscle_wasting"
"AIDS"," muscle_wasting"
"AIDS"," muscle_wasting"
"AIDS"," muscle_wasting"
"AIDS"," patches_in_throat"
"AIDS"," muscle_wasting"
"AIDS"," muscle_wasting"
"Diabetes "," fatigue"
"Diabetes "," fatigue"
"Diabetes "," weight_loss"
"Diabetes "," fatigue"
"Diabetes "," fatigue"
"Diabetes "," fatigue"
"Diabetes "," fatigue"
"Diabetes "," fatigue"
"Diabetes "," fatigue"
"Diabetes "," fatigue"
"Gastroenteritis"," vomiting"
"Gastroenteritis"," vomiting"
"Gastroenteritis"," sunken_eyes"
"Gastroenteritis"," vomiting"
"Gastroenteritis"," vomiting"
"Gastroenteritis"," vomiting"
"Gastroenteritis"," vomiting"
"Gastroenteritis"," sunken_eyes"
"Gastroenteritis"," vomiting"
"Gastroenteritis"," vomiting"
"Bronchial Asthma"," fatigue"
"Bronchial Asthma"," cough"
"Bronchial Asthma"," fatigue"
"Bronchial Asthma"," fatigue"
"Bronchial Asthma"," fatigue"
"Bronchial Asthma"," fatigue"
"Bronchial Asthma"," fatigue"
"Bronchial Asthma"," fatigue"
"Bronchial Asthma"," cough"
"Bronchial Asthma"," fatigue"
"Hypertension "," headache"
"Hypertension "," chest_pain"
"Hypertension "," headache"
"Hypertension "," headache"
"Hypertension "," headache"
"Hypertension "," headache"
"Hypertension "," headache"
"Hypertension "," chest_pain"
"Hypertension "," headache"
"Hypertension "," headache"
"Migraine"," acidity"
"Migraine"," indigestion"
"Migraine"," acidity"
"Migraine"," acidity"
"Migraine"," acidity"
"Migraine"," acidity"
"Migraine"," acidity"
"Migraine"," acidity"
"Migraine"," acidity"
"Migraine"," acidity"
"Cervical spondylosis"," back_pain"
"Cervical spondylosis"," back_pain"
"Cervical spondylosis"," weakness_in_limbs"
"Cervical spondylosis"," back_pain"
"Cervical spondylosis"," back_pain"
"Cervical spondylosis"," back_pain"
"Cervical spondylosis"," back_pain"
"Cervical spondylosis"," back_pain"
"Cervical spondylosis"," weakness_in_limbs"
"Cervical spondylosis"," back_pain"
"Paralysis (brain hemorrhage)"," vomiting"
"Paralysis (brain hemorrhage)"," vomiting"
"Paralysis (brain hemorrhage)"," headache"
"Paralysis (brain hemorrhage)"," vomiting"
"Paralysis (brain hemorrhage)"," vomiting"
"Paralysis (brain hemorrhage)"," vomiting"
"Paralysis (brain hemorrhage)"," vomiting"
"Paralysis (brain hemorrhage)"," headache"
"Paralysis (brain hemorrhage)"," vomiting"
"Paralysis (brain hemorrhage)"," vomiting"
"Jaundice","itching"
"Jaundice","itching"
"Jaundice"," vomiting"
"Jaundice","itching"
"Jaundice","itching"
"Jaundice","itching"
"Jaundice","itching"
"Jaundice","itching"
"Jaundice","itching"
"Jaundice","itching"
"Malaria"," chills"
"Malaria"," chills"
"Malaria"," chills"
"Malaria"," vomiting"
"Malaria"," chills"
"Malaria"," chills"
"Malaria"," chills"
"Malaria"," chills"
"Malaria"," chills"
"Malaria"," chills"
"Chicken pox","itching"
"Chicken pox"," skin_rash"
"Chicken pox","itching"
"Chicken pox","itching"
"Chicken pox","itching"
"Chicken pox","itching"
"Chicken pox","itching"
"Chicken pox","itching"
"Chicken pox","itching"
"Chicken pox","itching"
"Dengue"," skin_rash"
"Dengue"," skin_rash"
"Dengue"," skin_rash"
"Dengue"," skin_rash"
"Dengue"," chills"
"Dengue"," skin_rash"
"Dengue"," skin_rash"
"Dengue"," skin_rash"
"Dengue"," skin_rash"
"Dengue"," skin_rash"
"Typhoid"," chills"
"Typhoid"," chills"
"Typhoid"," chills"
"Typhoid"," chills"
"Typhoid"," chills"
"Typhoid"," chills"
"Typhoid"," chills"
"Typhoid"," chills"
"Typhoid"," chills"
"Typhoid"," chills"
"hepatitis A"," joint_pain"
"hepatitis A"," joint_pain"
"hepatitis A"," vomiting"
"hepatitis A"," joint_pain"
"hepatitis A"," joint_pain"
"hepatitis A"," joint_pain"
"hepatitis A"," joint_pain"
"hepatitis A"," joint_pain"
"hepatitis A"," joint_pain"
"hepatitis A"," joint_pain"
"Hepatitis B","itching"
"Hepatitis B","itching"
"Hepatitis B"," fatigue"
"Hepatitis B","itching"
"Hepatitis B","itching"
"Hepatitis B","itching"
"Hepatitis B","itching"
"Hepatitis B","itching"
"Hepatitis B","itching"
"Hepatitis B","itching"
"Hepatitis C"," fatigue"
"Hepatitis C"," fatigue"
"Hepatitis C"," yellowish_skin"
"Hepatitis C"," fatigue"
"Hepatitis C"," fatigue"
"Hepatitis C"," fatigue"
"Hepatitis C"," fatigue"
"Hepatitis C"," fatigue"
"Hepatitis C"," fatigue"
"Hepatitis C"," fatigue"
"Hepatitis D"," joint_pain"
"Hepatitis D"," vomiting"
"Hepatitis D"," joint_pain"
"Hepatitis D"," joint_pain"
"Hepatitis D"," joint_pain"
"Hepatitis D"," joint_pain"
"Hepatitis D"," joint_pain"
"Hepatitis D"," joint_pain"
"Hepatitis D"," joint_pain"
"Hepatitis D"," joint_pain"
"Hepatitis E"," joint_pain"
"Hepatitis E"," joint_pain"
"Hepatitis E"," joint_pain"
"Hepatitis E"," vomiting"
"Hepatitis E"," joint_pain"
"Hepatitis E"," joint_pain"
"Hepatitis E"," joint_pain"
"Hepatitis E"," joint_pain"
"Hepatitis E"," joint_pain"
"Hepatitis E"," joint_pain"
"Alcoholic hepatitis"," vomiting"
"Alcoholic hepatitis"," vomiting"
"Alcoholic hepatitis"," yellowish_skin"
"Alcoholic hepatitis"," vomiting"
"Alcoholic hepatitis"," vomiting"
"Alcoholic hepatitis"," vomiting"
"Alcoholic hepatitis"," vomiting"
"Alcoholic hepatitis"," vomiting"
"Alcoholic hepatitis"," vomiting"
"Alcoholic hepatitis"," vomiting"
"Tuberculosis"," chills"
"Tuberculosis"," chills"
"Tuberculosis"," vomiting"
"Tuberculosis"," chills"
"Tuberculosis"," chills"
"Tuberculosis"," chills"
"Tuberculosis"," chills"
"Tuberculosis"," chills"
"Tuberculosis"," chills"
"Tuberculosis"," chills"
"Common Cold"," continuous_sneezing"
"Common Cold"," continuous_sneezing"
"Common Cold"," chills"
"Common Cold"," continuous_sneezing"
"Common Cold"," continuous_sneezing"
"Common Cold"," continuous_sneezing"
"Common Cold"," continuous_sneezing"
"Common Cold"," continuous_sneezing"
"Common Cold"," continuous_sneezing"
"Common Cold"," continuous_sneezing"
"Pneumonia"," chills"
"Pneumonia"," chills"
"Pneumonia"," chills"
"Pneumonia"," fatigue"
"Pneumonia"," chills"
"Pneumonia"," chills"
"Pneumonia"," chills"
"Pneumonia"," chills"
"Pneumonia"," chills"
"Pneumonia"," chills"
"Dimorphic hemmorhoids(piles)"," constipation"
"Dimorphic hemmorhoids(piles)"," constipation"
"Dimorphic hemmorhoids(piles)"," constipation"
"Dimorphic hemmorhoids(piles)"," pain_during_bowel_movements"
"Dimorphic hemmorhoids(piles)"," constipation"
"Dimorphic hemmorhoids(piles)"," constipation"
"Dimorphic hemmorhoids(piles)"," constipation"
"Dimorphic hemmorhoids(piles)"," constipation"
"Dimorphic hemmorhoids(piles)"," constipation"
"Dimorphic hemmorhoids(piles)"," constipation"
"Heart attack"," vomiting"
"Heart attack"," vomiting"
"Heart attack"," breathlessness"
"Heart attack"," vomiting"
"Heart attack"," vomiting"
"Heart attack"," vomiting"
"Heart attack"," vomiting"
"Heart attack"," breathlessness"
"Heart attack"," vomiting"
"Heart attack"," vomiting"
"Varicose veins"," fatigue"
"Varicose veins"," fatigue"
"Varicose veins"," cramps"
"Varicose veins"," fatigue"
"Varicose veins"," fatigue"
"Varicose veins"," fatigue"
"Varicose veins"," fatigue"
"Varicose veins"," fatigue"
"Varicose veins"," fatigue"
"Varicose veins"," fatigue"
"Hypothyroidism"," fatigue"
"Hypothyroidism"," fatigue"
"Hypothyroidism"," weight_gain"
"Hypothyroidism"," weight_gain"
"Hypothyroidism"," fatigue"
"Hypothyroidism"," fatigue"
"Hypothyroidism"," fatigue"
"Hypothyroidism"," fatigue"
"Hypothyroidism"," fatigue"
"Hypothyroidism"," fatigue"
"Hyperthyroidism"," fatigue"
"Hyperthyroidism"," fatigue"
"Hyperthyroidism"," mood_swings"
"Hyperthyroidism"," fatigue"
"Hyperthyroidism"," fatigue"
"Hyperthyroidism"," fatigue"
"Hyperthyroidism"," fatigue"
"Hyperthyroidism"," fatigue"
"Hyperthyroidism"," fatigue"
"Hyperthyroidism"," fatigue"
"Hypoglycemia"," vomiting"
"Hypoglycemia"," vomiting"
"Hypoglycemia"," vomiting"
"Hypoglycemia"," fatigue"
"Hypoglycemia"," vomiting"
"Hypoglycemia"," vomiting"
"Hypoglycemia"," vomiting"
"Hypoglycemia"," vomiting"
"Hypoglycemia"," vomiting"
"Hypoglycemia"," vomiting"
"Osteoarthristis"," joint_pain"
"Osteoarthristis"," joint_pain"
"Osteoarthristis"," neck_pain"
"Osteoarthristis"," joint_pain"
"Osteoarthristis"," joint_pain"
"Osteoarthristis"," joint_pain"
"Osteoarthristis"," joint_pain"
"Osteoarthristis"," joint_pain"
"Osteoarthristis"," joint_pain"
"Osteoarthristis"," joint_pain"
"Arthritis"," muscle_weakness"
"Arthritis"," muscle_weakness"
"Arthritis"," stiff_neck"
"Arthritis"," muscle_weakness"
"Arthritis"," muscle_weakness"
"Arthritis"," muscle_weakness"
"Arthritis"," muscle_weakness"
"Arthritis"," muscle_weakness"
"Arthritis"," muscle_weakness"
"Arthritis"," muscle_weakness"
"(vertigo) Paroymsal  Positional Vertigo"," vomiting"
"(vertigo) Paroymsal  Positional Vertigo"," vomiting"
"(vertigo) Paroymsal  Positional Vertigo"," headache"
"(vertigo) Paroymsal  Positional Vertigo"," vomiting"
"(vertigo) Paroymsal  Positional Vertigo"," vomiting"
"(vertigo) Paroymsal  Positional Vertigo"," vomiting"
"(vertigo) Paroymsal  Positional Vertigo"," vomiting"
"(vertigo) Paroymsal  Positional Vertigo"," vomiting"
"(vertigo) Paroymsal  Positional Vertigo"," vomiting"
"(vertigo) Paroymsal  Positional Vertigo"," vomiting"
"Acne"," skin_rash"
"Acne"," skin_rash"
"Acne"," pus_filled_pimples"
"Acne"," skin_rash"
"Acne"," skin_rash"
"Acne"," skin_rash"
"Acne"," skin_rash"
"Acne"," skin_rash"
"Acne"," skin_rash"
"Acne"," skin_rash"
"Urinary tract infection"," burning_micturition"
"Urinary tract infection"," burning_micturition"
"Urinary tract infection"," bladder_discomfort"
"Urinary tract infection"," burning_micturition"
"Urinary tract infection"," burning_micturition"
"Urinary tract infection"," burning_micturition"
"Urinary tract infection"," burning_micturition"
"Urinary tract infection"," burning_micturition"
"Urinary tract infection"," bladder_discomfort"
"Urinary tract infection"," burning_micturition"
"Psoriasis"," skin_rash"
"Psoriasis"," skin_rash"
"Psoriasis"," joint_pain"
"Psoriasis"," skin_rash"
"Psoriasis"," skin_rash"
"Psoriasis"," skin_rash"
"Psoriasis"," skin_rash"
"Psoriasis"," skin_rash"
"Psoriasis"," skin_rash"
"Psoriasis"," skin_rash"
"Impetigo"," skin_rash"
"Impetigo"," skin_rash"
"Impetigo"," high_fever"
"Impetigo"," skin_rash"
"Impetigo"," skin_rash"
"Impetigo"," skin_rash"
"Impetigo"," skin_rash"
"Impetigo"," skin_rash"
"Impetigo"," skin_rash"
"Impetigo"," skin_rash"
"Fungal infection","itching"
"Fungal infection"," skin_rash"
"Fungal infection","itching"
"Fungal infection","itching"
"Fungal infection","itching"
"Fungal infection"," skin_rash"
"Fungal infection","itching"
"Fungal infection","itching"
"Fungal infection","itching"
"Fungal infection","itching"
"Allergy"," continuous_sneezing"
"Allergy"," shivering"
"Allergy"," continuous_sneezing"
"Allergy"," continuous_sneezing"
"Allergy"," continuous_sneezing"
"Allergy"," shivering"
"Allergy"," continuous_sneezing"
"Allergy"," continuous_sneezing"
"Allergy"," continuous_sneezing"
"Allergy"," continuous_sneezing"
"GERD"," stomach_pain"
"GERD"," stomach_pain"
"GERD"," stomach_pain"
"GERD"," stomach_pain"
"GERD"," stomach_pain"
"GERD"," stomach_pain"
"GERD"," acidity"
"GERD"," stomach_pain"
"GERD"," stomach_pain"
"GERD"," stomach_pain"
"Chronic cholestasis","itching"
"Chronic cholestasis"," vomiting"
"Chronic cholestasis","itching"
"Chronic cholestasis","itching"
"Chronic cholestasis","itching"
"Chronic cholestasis","itching"
"Chronic cholestasis","itching"
"Chronic cholestasis","itching"
"Chronic cholestasis","itching"
"Chronic cholestasis","itching"
"Drug Reaction","itching"
"Drug Reaction","itching"
"Drug Reaction","itching"
"Drug Reaction","itching"
"Drug Reaction","itching"
"Drug Reaction"," skin_rash"
"Drug Reaction","itching"
"Drug Reaction","itching"
"Drug Reaction","itching"
"Drug Reaction","itching"
"Peptic ulcer diseae"," vomiting"
"Peptic ulcer diseae"," vomiting"
"Peptic ulcer diseae"," indigestion"
"Peptic ulcer diseae"," vomiting"
"Peptic ulcer diseae"," vomiting"
"Peptic ulcer diseae"," vomiting"
"Peptic ulcer diseae"," vomiting"
"Peptic ulcer diseae"," vomiting"
"Peptic ulcer diseae"," vomiting"
"Peptic ulcer diseae"," vomiting"
"AIDS"," muscle_wasting"
"AIDS"," patches_in_throat"
"AIDS"," muscle_wasting"
"AIDS"," muscle_wasting"
"AIDS"," muscle_wasting"
"AIDS"," muscle_wasting"
"AIDS"," muscle_wasting"
"AIDS"," patches_in_throat"
"AIDS"," muscle_wasting"
"AIDS"," muscle_wasting"
"Diabetes "," fatigue"
"Diabetes "," fatigue"
"Diabetes "," weight_loss"
"Diabetes "," fatigue"
"Diabetes "," fatigue"
"Diabetes "," fatigue"
"Diabetes "," fatigue"
"Diabetes "," fatigue"
"Diabetes "," fatigue"
"Diabetes "," fatigue"
"Gastroenteritis"," vomiting"
"Gastroenteritis"," vomiting"
"Gastroenteritis"," sunken_eyes"
"Gastroenteritis"," vomiting"
"Gastroenteritis"," vomiting"
"Gastroenteritis"," vomiting"
"Gastroenteritis"," vomiting"
"Gastroenteritis"," sunken_eyes"
"Gastroenteritis"," vomiting"
"Gastroenteritis"," vomiting"
